,sim time,network-level occupancy,ped_network_level_occupancy,avg link tt,avg delay,stable-def-region
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,247.89473684210526,0.0,0.0
2,15.0,12.520833333333334,71.53850790895059,247.89473684210526,0.0,0.8347222222222223
3,30.0,25.04166666666667,152.8603913205877,247.89473684210526,0.0,1.2520833333333337
4,45.0,37.562499999999986,229.8863217613643,247.89473684210526,0.0,1.6694444444444445
5,60.0,50.08333333333334,303.16356885299257,247.89473684210526,0.0,2.086805555555556
6,75.0,62.60416666666666,374.03642980046686,247.89473684210526,0.0,2.504166666666667
7,90.0,73.53258385542934,446.67684423659097,255.88318111031458,7.988444268209332,2.903834265060326
8,105.0,87.64583333333333,518.5801144541048,247.89473684210526,0.0,3.3237230208453585
9,120.0,100.16666666666669,587.3004168670358,248.1331965904389,0.23845974833369385,3.742979865461911
10,135.0,112.11003186980601,653.6586186574989,248.22218859375616,0.3274517516509009,4.157537894261003
11,150.0,122.92611763750152,726.3207260783672,287.25362098049993,39.35888413839471,4.56129155575158
12,165.0,135.98124224720726,795.1501652122882,247.89473684210526,0.0,4.970757427939056
13,180.0,147.92429735207807,861.8869730091836,248.5212774535535,0.62654061144824,5.378329294233456
14,195.0,159.0531271975986,926.9370859143263,249.69716669937202,1.802429857266735,5.780268718767286
15,210.0,169.42647441378844,999.5992212449197,356.0266399603416,108.13190311823641,6.1741851170162345
16,225.0,181.0598488401369,1067.549013655323,249.29024068573403,1.3955038436288192,6.567283215171316
17,240.0,191.958083427445,1133.6843762623196,249.8347617381929,1.9400248960876183,6.956653361837463
18,255.0,201.9825434968293,1198.3175421846418,250.42555633347024,2.530819491365035,7.339526864069884
19,270.0,211.99226998328942,1270.9796775612592,464.33920702904805,216.44447018694288,7.716931927115223
20,285.0,221.67445044277846,1338.6371552191008,250.76665066933487,2.87191382722961,8.088582704434696
21,300.0,231.20386451555257,1404.565697389426,250.88190710039075,2.987170258285486,8.454833117598136
22,315.0,240.21943662471247,1469.0514343194718,250.4329612925532,2.538224450447926,8.81482340287033
23,330.0,249.62436445631943,1541.713569696177,633.6894064312945,385.79466958918925,9.170587079880223
24,345.0,257.90050248407636,1609.265304456841,252.58228213541364,4.6875452933083555,9.519403590853766
25,360.0,266.2761139266749,1675.11761099726,252.94176535520964,5.047028513104382,9.862417646586735
26,375.0,273.94107456617866,1739.548145055893,255.10380593664732,7.2090690945420635,10.19843047289974
27,390.0,283.15872567257264,1812.210280432599,800.960890870613,553.0661540285078,10.532231161564042
28,405.0,289.67841326343665,1879.721892018231,255.88909491040226,7.994358068296965,10.857403867341759
29,420.0,296.44165472981774,1945.5449403686457,258.1322568063321,10.23751996422682,11.175452907150548
30,435.0,303.15936272857317,2009.9540776817562,258.85736446829634,10.962627626191052,11.48701053731449
31,450.0,312.0704922880964,2082.6162130584585,945.7303422429575,697.8356054008524,11.797600168933112
32,465.0,317.2585175359041,2150.1121370676647,259.66479995304326,11.770063110937976,12.099308803345817
33,480.0,323.3288380523929,2215.9236574166084,265.2779108303908,17.38317398828554,12.394807149183745
34,495.0,329.47532686917043,2280.324306028683,299.3119106603343,51.41717381822909,12.68481365348963
35,510.0,338.33385850758856,2352.986441405393,1100.5235685147618,852.6288316726565,12.97513062153913
36,525.0,342.6780922494348,2420.4761031786325,258.02046726004136,10.125730417936055,13.257132779494079
37,540.0,348.179081387524,2486.2829960886847,267.02939857898264,19.134661736877376,13.533655167818361
38,555.0,353.400951582875,2550.680220136099,274.4664811124522,26.571744270346862,13.804639175143766
39,570.0,361.7064456033348,2623.3423555128043,1224.2402452889162,976.3455084468106,14.075931908435306
40,585.0,364.6684121551955,2690.829479466763,259.27040113263325,11.375664290527993,14.338375384552684
41,600.0,369.0871472877094,2756.634489379108,276.2339407448598,28.339203902754495,14.595061245418384
42,615.0,373.62977176770806,2821.0303147380478,291.47997083093145,43.58523398882622,14.846612226046728
43,630.0,382.02699485553535,2893.6924501147555,1329.5545382180712,1081.6598013759663,15.09951351408615
44,645.0,383.72657043961664,2961.1785340832125,269.65618010336976,21.761443261264542,15.343286952424636
45,660.0,387.4855468472823,3026.982770022501,271.19579512647874,23.30105828437354,15.581675198729048
46,675.0,391.2308754505301,3091.3780189101017,283.50055362437024,35.6058167822649,15.81501704683215
47,690.0,399.5966277206624,3164.0401542868117,1445.7253998792794,1197.8306630371742,16.050337875844004
48,705.0,400.6377373456719,3231.525808572944,260.06329750796715,12.168560665861856,16.277121803798632
49,720.0,403.38355750649225,3297.329724030705,273.2068181952732,25.312081353167848,16.49827004053407
50,735.0,407.10023863344065,3361.7247337437,271.5488608939143,23.654124051809063,16.715448527643495
51,750.0,415.48707739726126,3434.3868691204093,1560.459233324945,1312.5644964828398,16.935122326953643
52,765.0,416.3928819536884,3501.8723448164706,272.65309378759395,24.758356945488657,17.147365525711006
53,780.0,418.7105837799227,3567.6761268588643,293.5543174700308,45.659580627925585,17.3544169371139
54,795.0,421.711583285352,3632.0710368617442,287.7281290906857,39.83339224858042,17.557429929854333
55,810.0,429.81531268394656,3704.733172238449,1639.2484692496616,1391.3537324075567,17.762928527059433
56,825.0,429.12498766491865,3772.2185733861943,263.8463540656312,15.951617223525913,17.96011769040371
57,840.0,431.14146505546097,3838.0222996735106,338.1458611368563,90.25112429475095,18.15266495195062
58,855.0,433.80817545377664,3902.417167964193,309.4593442642898,61.564607422184594,18.34157512876292
59,870.0,441.9633410451971,3975.079303340903,1761.3069618222905,1513.4122249801849,18.533344915100567
